Name,State
RESHAMA MAHILA MAHAVIDYALAYA SIKANDARPUR BAIRAKH GHAZIPUR,Uttar Pradesh
"BAHUUDDASIYA SEWA SHIKSHA SANSTHAN GIRLS DEG. COLL., SAURIK,",Uttar Pradesh
"PT. LALTAPRASAD RAMKRISHNA MAHAVIDYALAYA, SHANTI NAGAR, BHAWANIGANJ, SARWAN,",Uttar Pradesh
"PT. SAHADEV PRASAD TRIVEDI MAHAVIDYALAYA, RAMAIPUR,",Uttar Pradesh
"DAYANAND COLLEGE OF LAW,",Uttar Pradesh
"SNEHLATA GUPTA MEMORIAL DEGREE COLLEGE, RASULABAD,",Uttar Pradesh
"SRI R.P. PORWAL MAHAVIDYALAYA, RAJPUR,",Uttar Pradesh
"GAURI SHANKER DWIVEDI MAHAVIDYALAYA, JHINJHAK,",Uttar Pradesh
"BRAHASPATI MAHILA MAHAVIDYALAYA, KIDWAI NAGAR,",Uttar Pradesh
"KUNJBIHARILAL MEMO. MAHAVIDYALAYA, DUBKI, HASANPUR,",Uttar Pradesh
"KARGIL SAHEED MAHAVIDYALAYA, JASWANT NAGAR,",Uttar Pradesh
"SHAKUNTALA DEVI MAHILA MAHAVIDYALAYA, KAYAMGANJ,",Uttar Pradesh
"SONE SHREE SMARAK BALIKA MAHAVIDYALAYA, TIRWA,",Uttar Pradesh
"JAGRAN COLLEGE OF ARTS, SCIENCE & COMMERCE, JUHI,",Uttar Pradesh
"V.V.K. DEGREE COLLEGE, TYOR, TAALGRAM,",Uttar Pradesh
"Acharya Triveni Das Balika Mahavidyalaya, Nasirabad, Umeshnagar, Ghazipur",Uttar Pradesh
"SHRI SUBEDAR MAHAVIDYALAYA, HARNAGARPUR, UMRAIN, AURRAIYA ",Uttar Pradesh
"VIDYA PRAKASH MAHAVIDYALAYA, UDHRANPUR,",Uttar Pradesh
Sukdeo Singh Lavkush Degree College,Uttar Pradesh
"HAZI TAUFIQ ALI MAHAVIDYALAYA, GUNHA, GUGRAPUR,",Uttar Pradesh
"K.D. College, Simbhaoli (Hapur)",Uttar Pradesh
AUTONOMOUS STATE MEDICAL COLLEGE TILOI AMETHI,Uttar Pradesh
"Virendra Mahavidyalaya, Sarojnagar, Devchandpur, Ghazipur",Uttar Pradesh
"L.Y. DEGREE COLLEGE, KAYAMGANJ,",Uttar Pradesh
"KUNDAN LAL SHUKLA MAHAVIDYALAYA, RANIA,",Uttar Pradesh
"SYMBIOSIS INSTITUTE OF BUSINESS MANAGEMENT, NOIDA",Uttar Pradesh
"SRI THAKUR JI MAHARAJ MAHAVIDYALAYA, SAFIPUR,",Uttar Pradesh
"NEHRU P.G. COLLEGE, CHHIBRAMAU,",Uttar Pradesh
"R B S Mahavidyalaya, Gaddopur, Jaunpur",Uttar Pradesh
"R N Balika Mahavidyalaya, Badhauna, Fatehganj, Jaunpur",Uttar Pradesh
"NIRMAL GANGA INSTITUTE OF EDUCATION JARGAWAN, BULANDHSAHR",Uttar Pradesh
"Mata Asarfi Devi Mahila Shikshan Sansthan, Budhanpur Shadiyabad, Ghazipur",Uttar Pradesh
SHRI HARIPRASAD MAHAVIDYALAYA FIROZPUR MAKHDOOMI RUDAULI AYODHYA,Uttar Pradesh
"MULAYAM SINGH MAHAVIDYALAYA, SAKARAPUR, YASHODA NAGAR,",Uttar Pradesh
"GAJENDRA SINGH PUBLIC DEGREE COLLEGE, BIDHUNA, AURRAIYA",Uttar Pradesh
"RAM JANKI MAHAVIDYALAYA, ASAI, BAIRY SAWAI,",Uttar Pradesh
"SRI THAKUR JI MAHARAJ MAHAVIDYALAYA, BILHAUR,",Uttar Pradesh
"SHIVSHANKAR SINGH SHIVRAM SINGH MAHAVIDYALAYA, VIRSINGHPUR,",Uttar Pradesh
"SHIVLOK MAHILA MAHAVIDYALAYA, MEHARBAN SINGH KA PURWA,",Uttar Pradesh
"DR. RAM NARAYAN MAHILA MAHAVIDYALAYA, KAYAMGANJ,",Uttar Pradesh
"SRI RAMKUMAR BHARTIYA GYAN DEVI MAHAVIDYALAYA, FAFOOND,",Uttar Pradesh
"PT. RISHI MAHARAJ MAHAVIDYALAYA, JASWANTPUR, MURADGANJ,",Uttar Pradesh
"TRIYUGI NARAYAN MAHAVIDYALAYA, MANGALPUR,",Uttar Pradesh
"BHARTIYA MAHAVIDYALAYA, BELA,",Uttar Pradesh
"Bayalasi Mahavidyalaya, Jalalpur, Jaunpur",Uttar Pradesh
"R P S Sansthan, Udaychandpur, Rampati Nagar, Kerakat, Jaunpur",Uttar Pradesh
"EKLAVYA MAHAVIDYALAYA, JHUMIA, BAHRAICH",Uttar Pradesh
SURAJ BHAN COLLEGE BISALPUR,Uttar Pradesh
"K.M. COLLEGE OF EDUCATION, MUIYA,",Uttar Pradesh
"DAYANAND DEENA NATH MAHAVIDYALAYA, RAMAIPUR,",Uttar Pradesh
"GAYA PRASAD VIDHI MAHAVIDYALAYA, DHUKAPUR, SHIVRAJPUR, PURA,",Uttar Pradesh
"SARASWATI B.ED. MAHAVIDYALAYA, ROOMA,",Uttar Pradesh
"CH. GAJRAJ SINGH MAHAVIDYALAYA, RATHAURA, TAJPUR,",Uttar Pradesh
"CHRIST CHURCH  COLLEGE, KANPUR",Uttar Pradesh
"MAHADEV INSTITUTE OF TECHNOLOGY, VILLAGE- RAMNAGAR, POST. AMINAGAR  SARAI, DISTT. BAGHPAT, Ph. 0121-2962012 9412783177,9456262543, 9897476539",Uttar Pradesh
KISHORI DEVI SANSKRIT MAHAVIDYALAYA,Uttar Pradesh
"BRAHMAVART P.G. COLLEGE, MANDHANA,",Uttar Pradesh
SADHU RAM VISHWAKARMA PRAGATI MAHAVIDYALAYA NAROTTAMPUR BAHRAICH,Uttar Pradesh
SHANTI DEVI MAHAVIDHAYALAYA MAIN PURI,Uttar Pradesh
"DEVANSHU SAMAJ KALYAN SEWA VIDHI MAHAVIDYALAYA, SAURIKH,",Uttar Pradesh
"IDEAL MAHAVIDYALAYA, SAMARSANDA, KURSI, BARABANKI",Uttar Pradesh
"NANDINI NAGAR MAHAVIDYALAYA, NAWABGANJ, GONDA",Uttar Pradesh
SHRIMATI RAMADEVI JAGDISH PRASAD MAHAVIDYALAYA SARAYNEEM JALESAR ETAH,Uttar Pradesh
"VANSHRAJ JAISHREE DEGREE COLLEGE, MOTIRAM ADDA, GORAKHPUR",Uttar Pradesh
"CHANDRA BHAN DEVI SEWAK MAHAVIDYALAYA, PRATAPPUR KAMAICHA, SULTANPUR",Uttar Pradesh
"RAJKIYA MAHAVIDYALAYA, PACHPEDWA, BALRAMPUR",Uttar Pradesh
"VINITA DEVI MAHILA MAHAVIDYALAYA, VAISHAPUR",Uttar Pradesh
"SANT BHEEKHA DAS RAMJAS MAHAVIDYALAYA, MOHLI, FAIZABAD",Uttar Pradesh
"ELENA MAHAVIDYALAYA, BAHARPUR LAHAUTA, SEMRI, SULTANPUR",Uttar Pradesh
"LAKHAN LAL SHARAN SINGH MAHAVIDYALAYA, RAGHUNATHPUR (VISHNOHARPUR), GONDA",Uttar Pradesh
"BABU SUNDAR SINGH INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Uttar Pradesh
"KESHAV MADHAV INSTITUTE OF NURSING,",Uttar Pradesh
MAA SHIVMURTI MAHAVIDYALAYA,Uttar Pradesh
BHOORE HUSAIN PASHA MEMORIAL COLLEGE OF HIGHER EDUCATION,Uttar Pradesh
"BIHARI LAL DEGREE COLLEGE AND PROFESSIONAL STUDIES, GRAM KAIRICHA, BARABANKI",Uttar Pradesh
"SANT PARAMHANS GURU PRASAD BALIKA MAHAVIDYALAYA, MOHLI, FAIZABAD",Uttar Pradesh
"KARMA YOGI DEGREE COLLEGE, MALIHAMAU,",Uttar Pradesh
"Shri Mahaveer Sanskrit Mahavidyalaya,Veerapur, Kamlanagar",Uttar Pradesh
"Shishu Sanskrit Vidyalaya, Veersinghpur Saraiya, Saya",Uttar Pradesh
"Shri Sharad Kumari Sanskrit Mahavidyalaya, Kaniyar, Baraganv",Uttar Pradesh
"Janaki Raman Sanskrit Mahavidyalaya,",Uttar Pradesh
"Vidyaratna Sanskrit Mahavidyalaya, Kaneri, Phoolpur",Uttar Pradesh
"Shri Bajrang Adarsh Sanskrit Mahavidyalaya, Dardar Ashram, Chandawa, Barwa",Uttar Pradesh
"Shrikrishna Sanskrit Mahavidyalaya, Laxmipur, Tarkulwan",Uttar Pradesh
"Shri Mukund Sanskrit Mahavidyalaya, Kannauj",Uttar Pradesh
"Pratham Shreniya Vidyadharm Vardhini Sanskrit Mahavidyalaya, Prem ka Pura",Uttar Pradesh
"Shri Chaitanya Shiksha Sansthan, Shital Chaya Raman Reti, Vrindavan",Uttar Pradesh
"Shri Kabir Adarsh Sanskrit Mahavidyalaya, Kabir Chaura",Uttar Pradesh
"Shri Raam Asre Tripathi Sanskrit Mahavidyalaya, Chilhiya",Uttar Pradesh
"Shri Harihar Rajmati Sanskrit Mahavidyalaya, Ramgarh Bariya",Uttar Pradesh
"Ramkripalu Sanskrit Mahavidyalaya, Pure Murali, Amanva",Uttar Pradesh
"Shri Bholanath Adarsh Sanskrit Mahavidyalaya, Ukani",Uttar Pradesh
"Shri Yogiraj Sanskrit Mahavidyalaya, Gopal Mandir Ramghat Ayodhya",Uttar Pradesh
"Shri Vishwanath Gurukul Sanskrit Mahavidyalaya, Karnaghanta",Uttar Pradesh
"Indira Sanskrit Mahavidyalaya, Indara",Uttar Pradesh
"Shri Shiv Prasad Sanskrit Mahavidyalaya, Chitava Bazar Pajawa",Uttar Pradesh
"Saraswati Adarsh Sanskrit Mahavidyalaya, Khairabad",Uttar Pradesh
"Maharaja Pateshwari Prasad Singh Adarsh Sanskrit Mahavidyalaya, Balrampur",Uttar Pradesh
"Shri Ram Sanskrit Pathshala, Jhhauva, Ramganv",Uttar Pradesh
"Shri Gandhi Gurukul Sanskrit Mahavidyalaya, Bhavarnath",Uttar Pradesh
"Shri Sanatan Dharm Sanskrit Mahavidyalaya, Navabganj",Uttar Pradesh
"Raja Ram Sanskrit Mahavidyalaya, Jakhav, Gopiganj",Uttar Pradesh
"Hanumat Sanskrit Mahavidyalaya, Hanuman Gahri, Ayodhya",Uttar Pradesh
"Adarsh Rani Chandravati Shyama Mahavidyalaya, kachori Gali",Uttar Pradesh
"M.B. College,  Dadri (G.B. Nagar) Ph.No.0120-2662651",Uttar Pradesh
SHRI MALTI PRASAD SARPANCH GAUTAM BUDDHA GIRLS DIGREE COLLEGE,Uttar Pradesh
DIVYA COLLEGE OF PHARMACY,Uttar Pradesh
SPECTRUM HI PHARMACY COLLEGE,Uttar Pradesh
GURUKUL MAHAVIDYALYA KHAHRA BANDA,Uttar Pradesh
DR RAJENDRA PRASAD SHIKSHAN SANSTHAN,Uttar Pradesh
Shri Sanatan Dharm Sanskrit Mahavidyalay Jalalpur Jaunpur,Uttar Pradesh
"Devi Savitri Sanskrit Mahavidyalaya, Dakinganj",Uttar Pradesh
SHANTI INSTITUTE OF NURSING AND PARAMEDICAL COLLEGE,Uttar Pradesh
"Shri Shastratha Sanskrit Mahavidyalaya, Dashaswamedh",Uttar Pradesh
"Shri Tridandi Dev Sanskrit Mahavidyalaya, Kaushlesh Sadan, Katara, Ayodhya",Uttar Pradesh
GANGANATH JHA CAMPUS,Uttar Pradesh
LUCKNOW CAMPUS,Uttar Pradesh
SHRI SUNDAR LAL SMARAK MAHAVIDHYALAY SHIKSHAN PRASHIKSHAN SANSTHAN AURELA SAIDANPUR BARABANKI,Uttar Pradesh
ANUP SINGH MAHAVIDYALAYA SUKHPURA BALLIA,Uttar Pradesh
"S.S.L.D. VARSHNEY INSTITUTE OF MANAGEMENT AND TECHNOLOGY, ALIGARH",Uttar Pradesh
"Saraswati Kanya Mahavidyalaya, Rampur",Uttar Pradesh
LLOYD INSTITUTE OF MANAGEMENT TECHNOLOGY,Uttar Pradesh
MAHANT AVAIDYANATH RAJKIYA MAHAVIDYALAYA JUNGLE KAUDIYA GORAKHPUR,Uttar Pradesh
J P PHARMACY COLLEGE KOTWA SADAK BARABANKI UTTAR PRADESH ,Uttar Pradesh
ARUN YOG ACADEMY,Uttar Pradesh
"FIROZABAD SCHOOL OF NURSING HOSPITAL, FIROZABAD",Uttar Pradesh
AMBROSIA ACADEMY,Uttar Pradesh
SHRI VISHWANATH COLLEGE OF PHARMACY VILL KALAN POST KALAN DISTT SULTANPUR UP,Uttar Pradesh
INDIRA GANDHI INSTITUTE OF PARAMEDICAL SCIENCES,Uttar Pradesh
DHARAM SAMAJ COLLEGE OF PHARMACY ALIGARH ,Uttar Pradesh
SHRI RATAN SINGH COLLEGE OF PHARMACY,Uttar Pradesh
RIDDHI SIDDHI COLLEGE OF HIGHER EDUCATION ,Uttar Pradesh
RAM KRIPAL SINGH MAHAVIDYALAYA SARAI BHIKHARI KHILAI PRATAPGARH,Uttar Pradesh
ST THOMAS COLLEGE OF LAW,Uttar Pradesh
SHRI KHUSHIRAM INSTITUTE OF MANAGEMENT & INFORMATION TECHNOLOGY KHAIR,Uttar Pradesh
"DAV POST GRADUATE COLLEGE MAHARSHI DAYANAND MARG, NARHARPURA, AUSANGANJ, VARANASI",Uttar Pradesh
"Arya Mahila Post Graduate College, Chetganj",Uttar Pradesh
INDRAPATI INSTITUTE OF TEACHERS EDUCATION MEERGOSAIPUR JAFRABAD JAUNPUR,Uttar Pradesh
SONANANDAN TEACHERS TRANING INSTITUTE DHERAPUR KALICHABAD JAUNPUR,Uttar Pradesh
GAURA DEVI DHANAI PRASAD MAHILA MAHAVIDYALAYA LAKHANSENPUR BANKAT SEWAPURI VARANASI ,Uttar Pradesh
KASHI DARSHAN D U MAHILA MAHAVIDYALAYA,Uttar Pradesh
KANHAIYA LAL MAHILA MAHAVIDYALAYA SUCHITTAGANJ SOHAWAL AYODHYA ,Uttar Pradesh
GEETA PHARMACY COLLEGE,Uttar Pradesh
"DEV INDRAWATI COLLEGE OF PHARMACY, AMBEDKAR NAGAR",Uttar Pradesh
SANT BHAGWANA NAND JI MAHARAJ MAHAVIDYALAYA RAMPUR GHATAMPUR KANPUR NAGAR,Uttar Pradesh
Christian School of Health Science,Uttar Pradesh
RAIZADA DHARAMDAS INSTITUTE OF EDUCATION AND TECHNOLOGY,Uttar Pradesh
"DAYANAND VEDIC COLLEGE, ORAI ",Uttar Pradesh
"SW. GAPHOOR KHAN MAHAVIDYALAYA BABINA, KADAURA",Uttar Pradesh
B T U MAHILA SIKSHA EVEM PRASHIKSHAN SANSTHAN DULLAHPUR GHAZIPUR,Uttar Pradesh
J P COLLEGE OF PHARMACY,Uttar Pradesh
KCC INSTITUTE OF LEGAL AND HIGHER EDUCATION,Uttar Pradesh
MATA DULARI DEVI PHARMACY COLLEGE PHOOLPUR AZAMGARH,Uttar Pradesh
JAINATH MEMORIAL PHARMACY COLLEGE VILLAGE HARAIRAMPUR POST CHIRKIHIT AZAMGARH,Uttar Pradesh
"RAMSAMUJH GURUKUL MAHAVIDYALAYA,CHAMRAULI,HASANGANJ, UNNAO",Uttar Pradesh
RAMPHAL MEMORIAL KANYA MAHAVIDYALAYA ,Uttar Pradesh
SWAMI VIVEKANANDA DIGREE COLLEGE PHATWA BALRAMPUR,Uttar Pradesh
"VENKATESHWARA COLLEGE OF EDUCATION PAWLA, INCHOLI, MEERUT",Uttar Pradesh
"ADHARSHILA COLLEGE OF EDUCTION PARTAPUR  BYPASS ROAD, MEERUT, Ph. 9897577661-62",Uttar Pradesh
FAIZ-E-AM DEGREE COLLEGE MEERUT,Uttar Pradesh
"jatan swaroop College, Sikandrabad (Bulandshahr)",Uttar Pradesh
"BALAJI COLLEGE OF MGMT & TECHNOLOGY, KILA PARICHATI GARH, MEERUT Ph.",Uttar Pradesh
"INDRAPRASTH INSTITUTE OF EDUCATION & MANAGEMENT, HAPUR",Uttar Pradesh
"MAHAVEER COLLEGE OF LAW POHALI, SARADHANA ROAD, MEERUT",Uttar Pradesh
"PANDIT TEJRAM COLLEGE OF EDUCATION SIDDIQUE NAGAR , GHAZIABAD,",Uttar Pradesh
"ASTRON COLLEGE OF EDUCATION NOOR NAGAR, HAPUR BYPASS, DELHI ROAD, MEERUT Ph. 0121-2522827, 534782, 9412202426 www.astroncollege.org,",Uttar Pradesh
"BARAUT COLLEGE OF EDUCATION GURANA, AMINAGAR SARAI ROAD BARAUT (BAGHPAT) Ph. 9897151851, 09412207128,  01234-252620 (O)",Uttar Pradesh
"VIJAY SINGH PATHIK INSTITUTE OF LAW BHEEL AKBARPUR, DADRI, GAUTAMBUDH NAGAR",Uttar Pradesh
"VENKATESHWARA INST. OF COMP. SCI.  & TECH. 208 - A, SAKET, MEERUT Ph. No :- 4006862",Uttar Pradesh
"DADHICHI COLLEGE OF HIGHER EDUCATION N-POCKET, DADHICHI ROAD, GANGA NAGAR, MEERUT  Ph. No. 3250070, 2704858, 9837772222",Uttar Pradesh
"INSTITUTE OF MANAGEMENT EDUCATION 178, MAIN G.T. ROAD, SAHIBABAD (GHAZIABAD) Ph. No :- 627646",Uttar Pradesh
MUSLIM GIRLS DEGREE COLLEGE BULANDSHAHR,Uttar Pradesh
COLLEGE OF INFORMATION TECHNOLOGY 38 A KNOWLEDGE PARK I GREATER NOIDA,Uttar Pradesh
"SH. VINAYAK COLLEGE OF EDUCATION, MAWIKALA, BAGHPAT",Uttar Pradesh
"PRINCE INSTITUTE OF INNOVATIVE TECHNOLOGY D-16, SECTOR-9, NEW VIJAY NAGAR, GHAZIABAD, Ph. 9868251818, 9810786431",Uttar Pradesh
"JAGRITI DEGREE COLLEGE, SISOLI, GARH ROAD, MEERUT",Uttar Pradesh
"SAMRATH INSTITUTE FOR EDUCATION & TECH. VILL & POST-NEK, BAGPAT ROAD, MEERUT, Ph. 9412579199",Uttar Pradesh
"Ishan Institute of Management and Technology, Greater Noida",Uttar Pradesh
"INDRAPRASTHA COLLEGE OF EDU. & TECHNOLOGY, SINGHAWALI AHEER, BAGHPAT,  Ph. 2234834, 2234716",Uttar Pradesh
"IMIRC COLLEGE OF LAW BHAINA GARH, HAPUR",Uttar Pradesh
"BRAHMANAND MAHAVIDYALAYA BULANDSHAHR-KHURJA ROAD, BULANDSHAHR",Uttar Pradesh
"SHRI SAI MAHAVIDYALAYA FATEHPUR PUTTI, BAGHPAT PH. 01234-311445, Mob.-9897151851",Uttar Pradesh
"J.V.College, Baraut (Baghpat) Mob.No.9411023134, 01234-262130",Uttar Pradesh
"MODERN INSTITUTE OF TEACHER EDUCATION PLOT NO. 307, VPO-DUHAI, DELHI-MEERUT ROAD, GHAZIABAD MOB. NO. 0120-2675504, 2675565, 0120-2679163",Uttar Pradesh
"NATIONAL INSTITUTE OF ELECTRONICS & INFORMATION TECHNOLOGY,GORAKHPUR",Uttar Pradesh
"INSTITUTE FOR EDUCATION & TECHNICAL SCIENCES NH, FIFTY EIGHT ABUPUR ROAD ,MURADNAGAR ,GHAZIABAD",Uttar Pradesh
"GANDHI INST. OF PROFF.  & TECHNICAL STUDIES JAINPUR, HAPUR BYPASS, DELHI ROAD, MEERUT",Uttar Pradesh
Institute of Technical Education and Research Centre Duhai Ghaziabad,Uttar Pradesh
"SMT. SUKHBIRI DEVI GAYATRI DEVI VIDHI MAHAVIDYALA, NIMKA, JAWAR (G.B. NAGAR) Mob. No. 9997326692, 9412610707, 05732223177 www.ssdgdm.com",Uttar Pradesh
"D.N. College, Gulaowathi (Bulandshahr) Mob.No.9412229152",Uttar Pradesh
SRI GOPI CHAND MAHAVIDYALAYA  AHERA (BAGHPAT),Uttar Pradesh
Ginni Devi Modi Girls PG College Modinagar Ghaziabad,Uttar Pradesh
"J.S.M. ACADEMY SALARPUR, MAWANA ROAD, MEERUT Ph. No.:- 9897172299, 9412083866, 0121-2671777",Uttar Pradesh
"SMT. SARADA DEVI JEWALA PRASAD AGARWAL  KANYA DEGREE COLLEGE, NARSENA, BULANDSHAHR",Uttar Pradesh
"MAHAMAYA CHEMALI DEVI  DEGREE COLLEGE VILL. FAULADPUR, POST. BRAUDI,  SIKANDRABAD, BULANDSHAHR",Uttar Pradesh
"INSTITUTE OF APPLIED MEDICINES AND RESEARCH NINE,KM STONE ,DELHI MEERUT ROAD ,DUHAI ,GHAZIABAD",Uttar Pradesh
"INDRADEV GIRLS INST. OF EDUCATION  & TECHONOLOGY BAGHPAT, Mob. NO. 9411825941, 9761990342, 09350317286",Uttar Pradesh
SANSKAR VIDYA BHARTI COLLEGE OF EDUCATION KAMALPUR ROAD MEERUT,Uttar Pradesh
SHIKSHA DEVI DEGREE COLLEGE,Uttar Pradesh
"G & R INSTITUTE OF MANAGEMENT AND TECHNOLOGY,  VILL-ALLIPUR GIJHORI, BARAN, BULANDSHAR",Uttar Pradesh
"S P S College of Education, Asara, Delhi Saharanpur Road, Baraut, Baghpat",Uttar Pradesh
"SETH TARIF SINGH JAIN COLLEGE, KHATTA PRAHAD PUR, BAGHPAT",Uttar Pradesh
"DHAN SINGH GUJAR MAHAVIDYALAYA,  LONI,  GHAZIABAD",Uttar Pradesh
"DIVINE LAW COLLEGE VILL+POST-MAUKHAS, GARH ROAD, MEERUT",Uttar Pradesh
"MOHAN COLLEGE OF TEACHERS EDUCATION BARAL, PARTAPUR, MEERUT, Ph. 9358520777, 9897100201",Uttar Pradesh
"DR. AMBEDKAR DEGREE COLLEGE, MEERUT",Uttar Pradesh
"KAKA HORAM SINGH COLLEGE OF LAW DELHI-SAHARANPUR ROAD, BAGHPAT 9412335619 9837170369",Uttar Pradesh
CHAUDHARY MAHAVIDYALAYA,Uttar Pradesh
LPS GROUP OF INSTITUTE AND MEDICAL SCIENCE AONLA BAREILLY,Uttar Pradesh
SHRI RAM GAMBHIR KASTURI LAL ABBI GROUP OF COLLEGES ,Uttar Pradesh
VINOBA VIDYAPEETH,Uttar Pradesh
VISHNUDEEP MAHAVIDYALAYA GHATAMPUR AHAROURA MIRZAPUR,Uttar Pradesh
VIKRAM SINGH KANYA MAHAVIDYALAYA,Uttar Pradesh
D K D L DEGREE COLLEGE KAJU KAUSHAMBI,Uttar Pradesh
"NARAYAN MAHAVIDYALAYA, SURWAN MISIRPUR ",Uttar Pradesh
MAULVI FARZAND ALI COLLEGE OF LAW,Uttar Pradesh
SHARDA DEEN SINGH COLLEGE OF LAW,Uttar Pradesh
ASHA RAM SINGH GIRLS DEGREE COLLEGE,Uttar Pradesh
Sanjay Gandhi (P.G.) College Sarurpur Khurd (Meerut) Mob. No.9412782858 287222,Uttar Pradesh
BABU SANKATHA PRASAD MISHRA VIDHI MAHAVIDYALAYA AUTA MEJA PRAYAGRAJ UP,Uttar Pradesh
"RAM - EESH INSTITUTE OF EDUCATION,         PLOT NO. 3, KNOWLEDGE PARK-1,SURAJPUR-KASNA ROAD, GREATER NOIDA ( G.B. NAGAR )",Uttar Pradesh
JMC DEGREE COLLEGE,Uttar Pradesh
"GYANSTHALI VIDHYPEETH BHOJPUR, HAPUR ROAD, MODINAGAR, GHAZIABAD",Uttar Pradesh
"INSTITUTE FOR ADVANCE STUDIES  RORI, MODINAGAR GHAZIABAD",Uttar Pradesh
"Narottam Singh Padam Singh Rajkiya Mahavidyalaya, Mangaraha, Mirzapur",Uttar Pradesh
"SAMRAT PRITHVIRAJ CHAUHAN DEGREE COLLEGE BAGHPAT,  Ph. 9412101700, 2221111",Uttar Pradesh
"VEDICK KANYA DEGREE COLLEGE TATIRI, BAGHPAT",Uttar Pradesh
ACHARYA SITARAM CHATURVEDI MAHILA MAHAVIDYALAYA DOMARI RAMNAGAR VARANASI,Uttar Pradesh
Gospel & Plough School of Theology,Uttar Pradesh
"Maa Khandwari Mahavidyalaya, Chahniya, Chandauli",Uttar Pradesh
"Sri Ghanshyam Dubey Mahavidyalaya, Suriyawa, Sant Ravidas Nagar, Bhadohi",Uttar Pradesh
Grace Zamen School of Education,Uttar Pradesh
"Maa Shiv Devi Mahavidyalaya, Belatad, Shahganj, Sonebhadra",Uttar Pradesh
"Swatantrata Senani Sri Prabhunarayan Singh Mahavidyalaya, Cholapur, Varanasi",Uttar Pradesh
"Vanvashi Mahila Mahavidyalaya, Dala, Sonebhadra",Uttar Pradesh
"Swami Govindashram Mahavidyalay, Pairapur, Mirzapur",Uttar Pradesh
Jacob School of Biotechnology & Bioengineering,Uttar Pradesh
"Jai Maa Bhagwati Sonanchal P.G. College, Pusauli, Sonebhadra",Uttar Pradesh
"Ram Dev Degree College, G.T. Road, Jangiganj, Sant Ravidas Nagar, Bhadohi",Uttar Pradesh
"Yamuna Devi Mahavidyalaya, Pura, Balua, Chandauli",Uttar Pradesh
"Shahid Hira Singh Rajkiya Mahavidyalaya, Dhanapur, Chandauli",Uttar Pradesh
"Maa Mansha Devi Mahavidyalaya, Barhani, Chandauli",Uttar Pradesh
"Swami Sahajanand Mahavidyalaya, Kachwan, Mirzapur",Uttar Pradesh
"Lalta Singh Rajkiya Mahila Mahavidyalaya, Adalhat, Mirzapur",Uttar Pradesh
Joseph School of Business Studies,Uttar Pradesh
AZAD COLLEGE OF EDUCATION,Uttar Pradesh
Krishak (P.G.) College Mawana (Meerut) Mob.No.9897074721,Uttar Pradesh
KAMAYANI VIDHI MAHAVIDYALAYA AJIYAVARDEVI ALIGANJ SULTANPUR,Uttar Pradesh
"Lokbandhu Rajnarayan Law College, Motikot, Gangapur, Varanasi",Uttar Pradesh
"Dayawanti Punj Training Institute, Sitamadhi, Sant Ravidas Nagar, Bhadohi",Uttar Pradesh
"MAHARISHI DAYANAND MAHAVIDHALAYA, SIRSAGANJ, FIROZABAD",Uttar Pradesh
"Vindhya Kanya Mahavidyalaya, Urmaura, Rabertsganj, Sonebhadra",Uttar Pradesh
"institute of Education Nibia, Bachawan, Varanasi",Uttar Pradesh
"Falahe Ummat Girl Degree College, Station Road,Bhadohi",Uttar Pradesh
"Sri Krishna Mahila Mahavidyalaya, Hasanpur, Chandauli",Uttar Pradesh
"Mahadev Mahavidyalaya, Bariyasanpur, Varanasi",Uttar Pradesh
"GANDHI INSTITUTION OF PERFECT TEACHING STUDIES,  NAGLA SHAR KHAN URF JAINPUR, MEERUT (Only for Girls)",Uttar Pradesh
"Pt. Kamalapati Tripathi Rajkiya P.G. College, Chandauli",Uttar Pradesh
"Vishwnath Singh Mahavidyalaya, Parasurampur, Chandauli",Uttar Pradesh
"Ambika Prasad Degree College, Baburi, Dheena, Chandauli",Uttar Pradesh
"Vidyavati Mukand Lal Girls College, Ghaziabad",Uttar Pradesh
"Maa Bhawani Mahavidyalaya, Sogai, Chandauli",Uttar Pradesh
"UNIQUE INSTITUTE OF MANAGEMENT AND TECHNOLOGY, MURADNAGAR, GHAZIABAD",Uttar Pradesh
"NIRANJAN INST. OF EDUCATION TECHNOLOGY BAHADURPUR, SARADHANA ROAD, MEERUT    Ph. 0121-2630138, 9358434771",Uttar Pradesh
"INSTITUTE OF MANAGEMENT & RESEARCH DUHAI, GHAZIABAD.,",Uttar Pradesh
"Udai Pratap College, Varanasi",Uttar Pradesh
"Pt. SUJAN SINGH DEGREE COLLEGE, SURAJ KUND ROAD, MEERUT, Ph. 646835,  646925",Uttar Pradesh
"SARASWATI VIDHYA MANDIR LAW COLLEGE SHIKARPUR, BULANDSHAHR,",Uttar Pradesh
"JINDAL INSTITUTE OF EDUCATION NEAR-KHARKHAUDA MOD, N.H.-58, MOHIUDDINPUR, MEERUT Mob. 9837000073, 9358402039, 9319705923",Uttar Pradesh
"Swami Atulanand Hindu Mahavidyalaya, Parmanandpur, Shivpur, Varanasi",Uttar Pradesh
"Pt. Shantibhushan Mahavidyalaya, Gajokhar, Parsara, Varanasi",Uttar Pradesh
"Maharani Gulab Kunvri Mahila Mahavidyala, Pindra, Varanasi",Uttar Pradesh
School of Basic Science,Uttar Pradesh
