Name,State
Ushodaya Degree College Chodavaram,Andhra Pradesh
"Adarsh College of Engineering, NH-214, Chebrolu,PIN-533449  (CC-HN)",Andhra Pradesh
"Eswar College of Engineering, Kesanupalli(V),  Narasaraopet , PIN-522 601(CC-JE)",Andhra Pradesh
"Siddharth Institute of Engineering & Technology, Puttur",Andhra Pradesh
"St. Ignatious Degree College, Gurazala",Andhra Pradesh
"Loyola Institute of Technology and Management, Loyola Nagar, Dhulipalla (Village), Sattenapalli (Mandal),  PIN-522412(CC-A4)",Andhra Pradesh
"M.R.R.College of Pharmacy, Near DSP Office, Madhira Road, Nandigamma,PIN-522185(CC-PJ)",Andhra Pradesh
"A B R College of Engineering and Technology,  PIN-523230 (CC-HJ)",Andhra Pradesh
VIDYALAYA DEGREE COLLEGE,Andhra Pradesh
ANDHRA ENGINEERING COLLEGE,Andhra Pradesh
"LAKSHMI SAVITRAMMA COLLEGE OF NURSING, KL PURAM, VIZIANAGARAM DISTRICT",Andhra Pradesh
Prathibha Arts and Science College,Andhra Pradesh
"New Era College of Education, Agathavarappadu",Andhra Pradesh
"KKR&KSR Institute of Technology & Sciences, VINJANAMPADU Village (CC-JR)",Andhra Pradesh
"A.M. Reddy Memorial College of Engineering and Technology, Vinukonda Road, Narasaraopet(Mandal), PIN-522601(CC-HM)",Andhra Pradesh
"Rajamahendri Institute of Engineering & Technology, Bhoopalapatnam, Near Pidimgoyyi,  Rajahmundry-533103(CC-MD))",Andhra Pradesh
"Vishwa Bharathi College of Pharmaceutical Sciences, NRT Road, Perecherla, PIN-522009.(CC-43)",Andhra Pradesh
"Sri Sai Degree College, Visakhapatnam",Andhra Pradesh
"Buchepalli Venkayamma Subbareddy Engineering College, Ongole-Kurnool Road, Chimakurthy-523 226,(CC-HR)",Andhra Pradesh
"Shivani Degree College, Gullapalli",Andhra Pradesh
AVANTHI DEGREE AND PG COLLEGE,Andhra Pradesh
S.R.V.B.S.J.B.Maharani College,Andhra Pradesh
"S.S. & N. College, Narasaraopeta",Andhra Pradesh
"S.N.B.T. Degree College for Women, Repalle",Andhra Pradesh
S.P.MAHILA HINDU KALASALA,Andhra Pradesh
"Vyshnavi Degree College, Thripurantakam",Andhra Pradesh
"Jogaiah Institute of Technology & Pharmacy Sciences, (CC-GC)",Andhra Pradesh
"Universal College of Engineering & Technology, Dokiparru(V), Medikondur(M),PIN-522438  (CC-NF)",Andhra Pradesh
HINDU COLLEGE OF ENGINEERING AND TECHNOLOGY,Andhra Pradesh
"Sri Chundi Ranganayakulu Engineering College, Ganapavaram, Chilakaluripet, PIN-522 619(CC-90)",Andhra Pradesh
"Vishnu Institute of Technology, Vishnupur, Bhimavaram, PIN-534202(CC-PA)",Andhra Pradesh
Nova College of Pharmacetical Education & Research,Andhra Pradesh
SRI SITARAMA GOVERNMENT COLLAGE OF PHYSICAL EDUCATION,Andhra Pradesh
S.D.V.R.R.Degree College,Andhra Pradesh
Government college of nursing,Andhra Pradesh
"Vijaya Institute of Pharmaceutical Sciences for Women, Enkepadu, Vijayawada-521108(CC-7N)",Andhra Pradesh
SRI BHANODAYA COLLEGE OF EDUCATION,Andhra Pradesh
Sri Venkateswara Degree College Alur Kurnool(D).,Andhra Pradesh
Penna College of Cement Sciences,Andhra Pradesh
SAASTRA COLLEGE OF PHARMACEUTICAL SCIENCES FOR WOMEN,Andhra Pradesh
SRI VENKATESWARA COLLEGE OF BSC MLT,Andhra Pradesh
DHARMA COLLEGE OF PHYSIOTHERAPY,Andhra Pradesh
VIJAYA COLLEGE OF EDUCATION,Andhra Pradesh
JHANSIRANI COLLEGE OF NURSING,Andhra Pradesh
"AL Momin College of Education, Podili",Andhra Pradesh
PRIYADARSINI SERVICE ORGANIZATION ,Andhra Pradesh
SRINIVASA COLLEGE OF PHARMACY,Andhra Pradesh
VRR DEGREE COLLEGE,Andhra Pradesh
DIVYA DEGREE COLLEGE,Andhra Pradesh
"JNTUA College of Engineering, Pulivendula",Andhra Pradesh
"St.GREGORY B.Ed COLLEGE, Vetapalem",Andhra Pradesh
"Government College of Nursing, Anantapur",Andhra Pradesh
BEHARA COLLEGE OF ENGINEERING AND TECHNOLOGY    ,Andhra Pradesh
SRI SAI COLLEGE OF PHYSICAL EDUCATION,Andhra Pradesh
"Vijaya Institute of Technology for Women,Enikepadu, Vijayawada, PIN-521108  (CC-NP)",Andhra Pradesh
"Ramesh B.Ed College, Mangamuru, S.N Padu, Prakasam District",Andhra Pradesh
"Nalanda Intitute of P.G Studies, Siddharth Nagar,  Kantipudi (V), Sattenapalli,PIN- 522438(CC-2R)",Andhra Pradesh
MADONA DEGREE COLLEGE FOR DEAF,Andhra Pradesh
Sathabdhi Degree College,Andhra Pradesh
KAKINADA COLLEGE OF EDUCATION,Andhra Pradesh
GOVERNMENT HOMOEOPATHIC MEDICAL COLLEGE,Andhra Pradesh
"Bapatla Women's Engineering College, Bapatla",Andhra Pradesh
"Kasturi College of Physiotherapy, Anantapur",Andhra Pradesh
"VIJAYA SAI DEGREE COLLEGE(085),PATTIKONDA.",Andhra Pradesh
SRI SARADA DEGREE COLLEGE,Andhra Pradesh
S.R.S.V.R.G.N.COLLEGE OF ARTS & SCIENCE,Andhra Pradesh
Parvathaneni Brahmayya Siddhartha College Of Arts & Science,Andhra Pradesh
"Global College of Nursing, Kanuru",Andhra Pradesh
"AKRG College of Pharmacy, Nallagerla PIN-534112(CC-8N)",Andhra Pradesh
"AGRICULTURAL POLYTECHNIC OF SEED TECHNOLOGY, J M PURAM, GURAZALA",Andhra Pradesh
SASI DEGREE COLLEGE,Andhra Pradesh
Government Degree college Arakuvalley,Andhra Pradesh
"Velaga Nageswara Rao College of Engineering, G.B.C.Road, Ponnur,  PIN- 522124 (CC-NK)",Andhra Pradesh
"VIGNAN DEGREE COLLEGE,KAIKALURU",Andhra Pradesh
Bonam Venkata Chalamayya Engineering College,Andhra Pradesh
SRI V.R.J.C. WOMENS DEGREE COLLEGE,Andhra Pradesh
"A.B.R College of Education, Kanigiri",Andhra Pradesh
"STBC College,",Andhra Pradesh
NOBLE COLLEGE,Andhra Pradesh
"Dr. Samuel George Institute of Engineering & Technology, George Town, Darimadugum,(Post & Village) , Markapur(M), PIN-523 316.(CC-35)",Andhra Pradesh
"JNTUA College of Engineering, Kalikiri",Andhra Pradesh
SRI Y.N. COLLEGE,Andhra Pradesh
SREE KONASEEMA BHANOJI RAMARS COLLEGE,Andhra Pradesh
Smt.BARLA SUBBALAKSHMI DEGREE COLLEGE,Andhra Pradesh
DIVYA COLLEGE OF EDUCATION,Andhra Pradesh
 SRI VARI DEGREE COLLEGE,Andhra Pradesh
"Lingayas Institute of Management & Technology,  Madalavarigudem(V), Via Nunna,  Gannavaram Mandal, Vijayawada , PIN-521212(CC-NA)",Andhra Pradesh
"GOVT. DEGREE COLLEGE, BANTUMILLI",Andhra Pradesh
Ideal Institute of Technology,Andhra Pradesh
"PRASAD V POTLURI SIDDHARTHA INSTITUTE OF TECHNOLOGY, Devabhaktuni Ramalingeswara Rao Road, Behind VR Siddhartha Engg. College, Kanuru, Vijayawada, PIN-520007(CC-50)",Andhra Pradesh
"Global Institute of Business Management,  Markapur,  PIN-523316(CC-9B)",Andhra Pradesh
"Chaitanya Institute of Science & Technology, Madhavapatnam, Samaklkot (Mandal), near Kakinada, PIN-533005(CC-S0)",Andhra Pradesh
"BVC College of Engineering, Palacharla, Rajanagaram Mandal, PIN-533104(CC-6M)",Andhra Pradesh
Srinivasa Institute of Engineering & Technology,Andhra Pradesh
"Indira Institute of Technology & Sciences,  Darimadugu(V), Markapur Mandal, PIN- 523316(CC-7Z)",Andhra Pradesh
"VRS & YRN College of Engineering & Technology, Vodarevu Road, Chirala(M)-523157(CC-L1)",Andhra Pradesh
"MALINENI LAAKSHMAIAH WOMEN'S ENGINEERING COLLEGE, PULLADIGUNTA (V), VATTICHERUKURU (M),PIN-522017  (CC-KE)",Andhra Pradesh
SRINIVASA DEGREE COLLEGE,Andhra Pradesh
SRI VENKATESWARA DEGREE COLLEGE,Andhra Pradesh
"S.V Degree College Kothapalle Mitta SR Puram(M), Chittoor Dist",Andhra Pradesh
"Sri Chaitanya Degree College, Bukkarayasamudram, Anantapuramu.",Andhra Pradesh
"Velankanni Institute of Computer Science, Venkatachalam",Andhra Pradesh
SRI SATYAKRUPA DEGREE COLLEGE FOR WOMEN,Andhra Pradesh
"SRI RAMA DEGREE COLLEGE, TANUKU",Andhra Pradesh
"Shiridi Sai College of Education, Markapur, Prakasham District",Andhra Pradesh
Viswam Engineering College,Andhra Pradesh
"LMN College of Education, Markapur",Andhra Pradesh
D.V.R. DEGREE COLLEGE,Andhra Pradesh
S.R.S.V. COLLEGE OF EDUCATION,Andhra Pradesh
"ADARSH DEGREE COLLEGE ,PENDURTHI",Andhra Pradesh
S.V.S.R.Degree College,Andhra Pradesh
"Sri Vivekananda College of Education, N.R.T Road, Vinukonda, Guntur District",Andhra Pradesh
SRI LENDI DEGREE COLLEGE,Andhra Pradesh
"Horticultural Polytechnic, Kalikiri",Andhra Pradesh
SPR DEGREE COLLEGE,Andhra Pradesh
CHAITANYA COLLEGE OF EDUCATION,Andhra Pradesh
D Narayana Reddy Degree College,Andhra Pradesh
Sri Raja Rajeswari Degre College,Andhra Pradesh
Sri Padmavathi Mahila Degree College,Andhra Pradesh
BHARATHI DEGREE COLLEGE,Andhra Pradesh
"Horticultural Polytechnic, Nuzvid",Andhra Pradesh
"College of Horticulture, Chinalataripi",Andhra Pradesh
Sri N.S.N.Raju Degree College,Andhra Pradesh
"Kalam B.Ed College, Kanigiri",Andhra Pradesh
"VIJETHA COLLEGE OF EDUCATION, Singarayakonda",Andhra Pradesh
"RCR Institute of Management & Technology, Karakambadi, Tirupati",Andhra Pradesh
SUBRAHMANYAM ANANTHALAKSHMI COLLEGE OF NURSING,Andhra Pradesh
"Dr. Modigunta Raja Reddy Degree College 4-139,Main Road,K.C.Palli Road,Penumuru (M),",Andhra Pradesh
SRI RAJIV GANDHI COLLEGE OF NURSING WEST GODAVARI TANUKU,Andhra Pradesh
S.A.S. GOVT. DEGREE COLLEGE,Andhra Pradesh
"Akshara Institute of Management and Technology, Kotramangalam, Tirupati",Andhra Pradesh
"Vikas Group of Institutions, Nunna, Vijayawada (Rural)",Andhra Pradesh
SV DEGREE COLLEGE,Andhra Pradesh
VISWABHARATHI COLLEGE OF PHYSIOTHERAPY AND REHABILITATION,Andhra Pradesh
SRI RAMACHANDRA DEGREE COLLEGE,Andhra Pradesh
Samhitha Degree College,Andhra Pradesh
Aditya College of Pharmacy,Andhra Pradesh
RATHNAMA COLLEGE OF NURSING,Andhra Pradesh
"Alpha College of Education, Kanigiri",Andhra Pradesh
"Acharya College of Education, Kagithalagudem Village, Cumbum, Prakasam Dsitrict",Andhra Pradesh
ANDHRA KESARI BED COLLEGE OF EDUCATION CHAKIRALA KANIGIRI,Andhra Pradesh
H.M.K.S. & M.G.S. Memorial College of Education,Andhra Pradesh
VIVEKA DEGREE COLLEGE,Andhra Pradesh
"Sidhartha Institute of Higher learning, Madanapalle  Urban",Andhra Pradesh
"Sri Sadhana Degree College, Nandyal",Andhra Pradesh
"Gate Institute of Tech. & Manag. Sciences, Tirupati",Andhra Pradesh
NMES College of Education,Andhra Pradesh
"Sri Vivekananda B.P.Ed College, Ramayanakandrika Village, Madireddy Palem Village, Prakasam District",Andhra Pradesh
KEERTHI DEGREE COLLEGE,Andhra Pradesh
"KKC Institute of PG Stuides, Puttur",Andhra Pradesh
Sri Aditya Degree College,Andhra Pradesh
"Krishnaveni Degree College for Women, Narasaraopeta",Andhra Pradesh
"SP Ram Rayalaseema Degree College, Chandragiri",Andhra Pradesh
"GTR College of Nursing, Kakinada",Andhra Pradesh
"Seshachala Degree      College, Puttur Rural",Andhra Pradesh
"Himaja Degree       College, Puttur Rural",Andhra Pradesh
"S.V.U. College of Engineering, Tirupati",Andhra Pradesh
"Dr.Homi Jahangir Baba Degree College, Karlapalem",Andhra Pradesh
Mrs. A.V.N.  College,Andhra Pradesh
"Vijaya College of Physical Education, Nunna",Andhra Pradesh
"Shri Gnanambica Degree College, Madanapalli",Andhra Pradesh
"D.K. Govt. College for Women, Nellore",Andhra Pradesh
"Vinex Degree College, Dwarakanagar, vskp",Andhra Pradesh
"Dr. Samuel George College of Pharmaceutical Science, Markapur",Andhra Pradesh
SRI BHARATHI B.ED COLLEGE,Andhra Pradesh
"College of Food Science and Technology, Pulivendula",Andhra Pradesh
"P.N.C. & K.R College of Nursing, Guntur",Andhra Pradesh
RANGUMUDRI COLLEGE OF SCIENCE AND ARTS,Andhra Pradesh
"Madhu College of Nursing, Nandyal",Andhra Pradesh
"Venkataratna College of Education, Kurnool",Andhra Pradesh
"J.C. College of Law, Guntur",Andhra Pradesh
"Mahatma Gandhi College, Guntur",Andhra Pradesh
SRI MITTAPALLI PHARMACY COLLEGE,Andhra Pradesh
"Matrusri Oriental College, Jillelamudi, Bapatla",Andhra Pradesh
"Govt. Degree     College for     Women,     Madanapalle  Urban",Andhra Pradesh
R.R.D.S. GOVT. DEGREE COLLEGE,Andhra Pradesh
"MVR Degree College, H.No: 6-1, Sai Nagar, Gangavaram,  Chittoor Dist.Rural",Andhra Pradesh
"DHANALAKSHMI COLLEGE OF EDUCATION , MUPPALLA",Andhra Pradesh
"PANDIT SUBBAREDDY COLLEGE , KONDAMODU",Andhra Pradesh
"Sri Kumar Degree College, Haripuram",Andhra Pradesh
"P.N.C & K.R. College, Narasaraopeta",Andhra Pradesh
NS LAW COLLEGE,Andhra Pradesh
"AMAR COLLEGE OF BSC NURSING,AMARAVATHI",Andhra Pradesh
"SRI VENKATA RAMANA COLLEGE OF EDUCATION,GURAZALA",Andhra Pradesh
"SRI BALAJI PHYSICAL EDUCATION, KANIGIRI",Andhra Pradesh
"SRI BALAJI COLLEGE OF EDUCATION, KANIGIRI",Andhra Pradesh
SRI MEKAPATI GOUTHAM REDDY AGRICULTURAL COLLEGE,Andhra Pradesh
INDIRADEVI COLLEGE OF EDUCATION,Andhra Pradesh
Sri Venkateswara College of Education,Andhra Pradesh
"Amrutha College of Education, Singarayakonda",Andhra Pradesh
"SRI VENKATESWARA DEGREE COLLEGE, GURRAMKONDA",Andhra Pradesh
"Chalapathi Degree College, Lam",Andhra Pradesh
"GIDEONS COLLEGE OF EDUCATION, GIDDALURU",Andhra Pradesh
"KLR COLLEGE OF EDUCATION,GIDDALUR",Andhra Pradesh
YSR ENGINEERING COLLEGE OF YVU,Andhra Pradesh
"Sri  Venkateswara  College of Engineering, Karakambadi Road, Tirupathi",Andhra Pradesh
"Rajeev Gandhi Memorial College of Engineering  & Technology, Nandyal",Andhra Pradesh
"Govt.Degree College, Rly.Koduru",Andhra Pradesh
Rajiv Gandhi Degree College,Andhra Pradesh
"JAGATHGURU COLLEGE OF EDUCATION, SANIKAVARAM, PRAKASAM DISTRICT",Andhra Pradesh
"St.John?s College of Pharmaceutical Sciences, Yemmiganur",Andhra Pradesh
"St.John?s College of Engineering & Technology, Yemmiganur",Andhra Pradesh
"Krishna Teja Degree College, Tirupati",Andhra Pradesh
"PVKN Govt. College (A), CHITTOOR Urban",Andhra Pradesh
SRI Y.N. COLLEGE OF EDUCATION,Andhra Pradesh
St. Marys College for PG Courses,Andhra Pradesh
THANUJA MEMORIAL DEGREE COLLEGE,Andhra Pradesh
"Sahaya College of Education, Tirupati",Andhra Pradesh
"Kotha Hanumaiah & Lakshmi Kotamma Degree College, Piduguralla",Andhra Pradesh
"Vikas College of Physical Education, Nunna",Andhra Pradesh
LEVAKU NARAPU REDDY COLLEGE OF EDUCATION,Andhra Pradesh
"Munivenkata Subba  Reddy College of Education, Tirupati",Andhra Pradesh
"V.S.R. & A.M. Degree College, Martur",Andhra Pradesh
"V.C.R Degree  College,  Mittoor Urban",Andhra Pradesh
"S.V.College of Education, RVS Nagar, Chittoor",Andhra Pradesh
"Rukminidevi Arundale college of Education, Madanapalle",Andhra Pradesh
"Sri Nagarjuna Degree College, Ongole",Andhra Pradesh
VIJAYA COLLEGE OF PHARMACY,Andhra Pradesh
"SRI NAGARJUNA ARTS AND SCIENCE COLLEGE, CHEKURAPADU",Andhra Pradesh
"Bellamkonda Degree College, C.S. Puram.",Andhra Pradesh
SIDDAMURTHY MALLIKHARJUNA REDDY COLLGE OF PHYSICAL EDUCATION,Andhra Pradesh
"Sri Venkateswara College of Education, Darsi",Andhra Pradesh
"Vasavi B.Ed College, Kandulapuram Village, Cumbum ",Andhra Pradesh
"Nagarjuna Institute of Management Studies, Chekurapadu",Andhra Pradesh
"Smt. Koonapareddy Prameela Rani Degree College, Parchoor",Andhra Pradesh
Balaji College of Nursing,Andhra Pradesh
MEDI COLLEGE OF NURSING,Andhra Pradesh
SWATHI COLLEGE OF NURSING,Andhra Pradesh
"SRI LAKSHMI VENKATESWARA COLLEGE OF EDUCATION,PANCHALINGALA",Andhra Pradesh
"Royal College of Nursing, Chollangi",Andhra Pradesh
"Dr.Allu Ramalingaiah Government Homoeo Medical College, Rajahmundry",Andhra Pradesh
"Sri Venkateswara Degree College, Terlam, Vizianagaram Dist.",Andhra Pradesh
Rajamahendri  Degree College for Women,Andhra Pradesh
SRI SIDDHARTHA B.ED. COLLEGE,Andhra Pradesh
"Govt. Degree College, Naidupeta",Andhra Pradesh
"Victory Degree College, Narsaraopeta",Andhra Pradesh
"Chaitanya Bharathi Degree College, Chirala",Andhra Pradesh
"Geethanjali Degree College, Darsi",Andhra Pradesh
S.C.I.M Govt. College,Andhra Pradesh
S.L.R. PRATHIBA MODEL DEGREE COLLEGE,Andhra Pradesh
Pragati Degree College Sattenapalli,Andhra Pradesh
"Vidya Kendran Degree College, Sattenapalli",Andhra Pradesh
Vignana Sudha Degree College Chittoor,Andhra Pradesh
VAGDEVI DEGREE COLLEGE FOR WOMEN'S,Andhra Pradesh
"S.B.G. Degree College, Sattenapalli",Andhra Pradesh
"GOVERNMENT COLLEGE OF NURSING, GUNTUR",Andhra Pradesh
"SEICOM Degree College, Kalikiri",Andhra Pradesh
"College of Fishery Science, Muthukur",Andhra Pradesh
S.V.L. KRANTHI DEGREE COLLEGE,Andhra Pradesh
"Sri Venkateswara Degree College, Guntur",Andhra Pradesh
"S.G. Govt.      Degree College,      PILER   Rural",Andhra Pradesh
"SRI RAGHAVENDRA DEGREE COLLEGE-074,ALUR",Andhra Pradesh
"B. G. College of Education, Piduguralla",Andhra Pradesh
"Srinivasa College of Education, Puttur",Andhra Pradesh
"Sri VSSC Govt. Degree College, Sullurpeta",Andhra Pradesh
"JNTU GV College of Engineering,  Vizianagaram",Andhra Pradesh
"T.R.R. Govt. Degree College, Kandukuru",Andhra Pradesh
"Priyadarsini College of Nursing, Rajahmundry",Andhra Pradesh
GEETANJALI DEGREE COLLEGE,Andhra Pradesh
HAYAGREEVA COLLEGE OF EDUCATION,Andhra Pradesh
"MSR Degree College, Kavali",Andhra Pradesh
Government Degree College  Gajapathinagaram,Andhra Pradesh
"Madala Sakuntala Bhaskar College of Nursing, Guntur",Andhra Pradesh
DNR COLLEGE OF EDUCATION ,Andhra Pradesh
MPR LAW COLLEGE,Andhra Pradesh
SRI VINAYAKA VENKATESWARA COLLEGE OF EDUCATION,Andhra Pradesh
"SRI VENKATA SRINIVASA DEGREE COLLEGE , MAKKUVA",Andhra Pradesh
SRI VENKATA SANDHYA COLLEGE OF EDUCATION,Andhra Pradesh
"GOVT. DEGREE COLLEGE,AVANGADDA",Andhra Pradesh
SRI SURYA DEGREE COLLEGE,Andhra Pradesh
TRIVENI MAHILA DEGREE COLLEGE,Andhra Pradesh
SAI SRI COLLEGE OF PHYSIOTHERAPY,Andhra Pradesh
"SRI RAMA ADITYA COLLEGE OF NURSING, RAMACHANDRAPURAM",Andhra Pradesh
"SRI SHIRIDI SAI DEGREE COLLEGE, JAMMALAMADUGU ",Andhra Pradesh
Government Degree College Chinturu,Andhra Pradesh
SRI VIDYAVIKAS DEGREE COLLEGE,Andhra Pradesh
NIMRA COLLEGE OF NURSING,Andhra Pradesh
"SESHACHALA VENKATA SUBBAIAH COLLEGE (B P Ed), IPPATHANGALE",Andhra Pradesh
R K DEGREE COLLEGE,Andhra Pradesh
"Vijaya Jyothi Degree College, Mangalagiri",Andhra Pradesh
SRI BALAJI DEGREE COLLEGE,Andhra Pradesh
"NRI Institute of Medical Sciences, Sangivalasa",Andhra Pradesh
A.S.N.Degree College for Women,Andhra Pradesh
ADITYA DEGREE COLLEGE ICHAPURAM,Andhra Pradesh
GEMS COLLEGE OF B.Sc.MLT,Andhra Pradesh
C.N.R. Degree College,Andhra Pradesh
"Narayana Dental College & Hospital, Nellore",Andhra Pradesh
GOVT DEGREE COLLEGE VIZIANAGARAM,Andhra Pradesh
"Pragathi Degree College, Kottavalasa, Vizianagaram",Andhra Pradesh
Pragati Womens Degree College,Andhra Pradesh
"ADITYA INSTITUTE OF TECHNOLOGY & MANAGEMENT, K.Kothuru, Tekkali - 532201, Srikakulam District, A.P(CC-A5)",Andhra Pradesh
Andhra Kesari Degree College,Andhra Pradesh
"Avanthi Institute of Pharmaceutical Sciences, Bhogapuram(M), PIN-531162  (CC-T5)",Andhra Pradesh
RGUKT-SRIKAKULAM,Andhra Pradesh
KKC HOMOEOPATHI MEDICAL COLLEGE,Andhra Pradesh
"Sree Vidya Arts & Science Degree College, Sai Nagar",Andhra Pradesh
"Avanthi's Research & Technological Academy, Basavapalem (V), Bhogapuram(M),  PIN-500034 (CC-HQ)",Andhra Pradesh
Sasi Degree College,Andhra Pradesh
"AVANTHI'S ST.THERESSA INSTITUTE OF ENGINEERING & TECHNOLOGY, Garbham Road, Garividi Village, Garividi Mandal, PIN -535101 (CC 99)",Andhra Pradesh
GMR Institute of Technology (GMRIT),Andhra Pradesh
"Vikas College of Education, Pabbapuram",Andhra Pradesh
"College of Horticulture, Anantharajupet",Andhra Pradesh
"Gonna Institute of Information Technology & Science, Gonnavanipalem, Aganampudi, Ward No. 56, G.V.M.C, PIN- 530046 (CC-6E)",Andhra Pradesh
"Lendi Institute of Engineering & Technology, Jonnada (V), Denkada mandal, PIN- 535005 (CC-KD)",Andhra Pradesh
"College of Horticulture, Venkataramannagudem",Andhra Pradesh
JNTUA Oil Technological and Pharmaceutical Research Institute,Andhra Pradesh
CHAITANYA COLLEGE OF EDUCATION,Andhra Pradesh
Sri Venkateswara Degree,Andhra Pradesh
"SGK Govt Degree College, Vinukonda",Andhra Pradesh
"Maharaj Vijayaram Gajapathi Raj College of Engineering, Chintalavalasa, Vizianagaram-535005 (CC-33)",Andhra Pradesh
"Miracle Educational Society Group of Institutions, Miracle City, Bhogapuram Mandal PIN-535216, (CC-6C)",Andhra Pradesh
"Sai Ganapathi Engineering College for Women, Gidijala, Anandapuram (M),  PIN-531173 (CC-6F)",Andhra Pradesh
Sri Kolla Veera Swamy Degree College,Andhra Pradesh
"Sri Sai MBA College, Nandikotkur",Andhra Pradesh
"DCRM P.G College, MBA, Inkollu",Andhra Pradesh
"S.K.B.R. Govt. College, Macherla",Andhra Pradesh
APPLE COLLEGE OF BSC NURSING ,Andhra Pradesh
"Viveka College of Education, Vaddesangam",Andhra Pradesh
SRI KRISHNA DEGREE COLLEGE BONDAPALLI (V AND M),Andhra Pradesh
SAVEERA COLLEGE OF NURSING,Andhra Pradesh
"SRI SAI DEGREE COLLEGE, LINGAPALEM",Andhra Pradesh
ST XAVIERS COLLEGE Jami,Andhra Pradesh
"Viswam Degree & PG College, Angallu, Chittoor Dist.",Andhra Pradesh
PRIYADARSHINI DEGREE COLLEGE,Andhra Pradesh
"JNTUA College of Engineering, Anantapur",Andhra Pradesh
SRI RACHAPUDY NAGABHUSHANAM COLLEGE OF PHYSIOTHERAPY,Andhra Pradesh
SRI VENKATESWARA HORTICULTURAL POLYTECHNIC,Andhra Pradesh
Sri Aditya Degree College,Andhra Pradesh
RAGHAVA COLLEGE OF PHYSIOTHERAPY,Andhra Pradesh
"Sri Eshwar Reddy College of Law, Tirupati",Andhra Pradesh
G.T.P.COLLEGE OF EDUCATION FOR WOMEN,Andhra Pradesh
"Dr. Ambedkar Law College, Renigunta Road, Tirupati",Andhra Pradesh
"SRI VENKATESWARA DEGREE COLLEGE, ETCHERLA",Andhra Pradesh
Govt. Degree College Pakala -Rural             Co-Ed.,Andhra Pradesh
KKC COLLEGE OF PHYSIOTHERAPY,Andhra Pradesh
"K.M.M. College of Education, Ramireddypalli, Narasingapuram (post)",Andhra Pradesh
"Sri. R.K.M. Law College, Tirupati",Andhra Pradesh
"Sri Sivani College of Engineering, Chilakapalem Junction, Etcherla Mandal,  PIN-532402 (CC-W6)",Andhra Pradesh
VIJAYAM BUSINESS SCHOOL,Andhra Pradesh
NARAYANA COLLEGE OF EDUCATION,Andhra Pradesh
USHA SRI DEGREE COLLEGE  KUKUNOOR,Andhra Pradesh
"Sri Sivani College of Pharmacy, N.H-5, Chilakapalem Jn., Etcherla (Mandal) Srikakulam-532485 (CC-DA)",Andhra Pradesh
"St.Peters College of Education, Adoni",Andhra Pradesh
"Govt. Degree College, Pattikonda",Andhra Pradesh
"Madina College of Education, Brambanakotkur",Andhra Pradesh
"JVRRM College of  Education, Nandyal",Andhra Pradesh
"Vyshnavi Degree College, Dhone",Andhra Pradesh
"Sri Sankara's College of  Education, Kurnool",Andhra Pradesh
National Degree College,Andhra Pradesh
"Sri Raghavendra College of Education, Allagadda",Andhra Pradesh
Sri Sathya Sai Degree College,Andhra Pradesh
"Sruthi College of B.Sc Nursing, Guntur",Andhra Pradesh
"Sri Venkateswara College of Engineering And Technology, Nh-5, Etcherla, PIN-532402 (CC-MT)",Andhra Pradesh
S.K.B.R.Degree College,Andhra Pradesh
"CORAMANDAL COLLEGE OF EDUCATION, MEDIKONDURU",Andhra Pradesh
S.V.Degree College,Andhra Pradesh
Sairam Degree College,Andhra Pradesh
"Islamia Arabic College, Kurnool",Andhra Pradesh
Sri Vivekanada Degree College,Andhra Pradesh
"Sri Sai College of Education, Nandikotkur",Andhra Pradesh
